date,description,amount,category
2025-06-16,DEBIT VALENZUELA PLC 157 AZ EAST JASMINE MH  55T3,996.8,Airfare
2025-07-27,"REF SMALL, SCOTT AND MARTINEZ 320 WI WILLIAMBURY IN  80y9",439.97,Other
2025-08-28,"REF HERNANDEZ, EDWARDS AND JAMES 252 NJ WILSONSTAD VI  19k5",88.47,Groceries
2024-09-07,INV BURNS-SUAREZ 063 ID JAMESCHESTER OH  88Q9,229.6,Clothing
2024-06-14,PAYMENT COLLINS-DAVIS 396 NM FRITZBERG WV  05z6,337.43,Other
2025-06-12,ONLINE PAYMENT GARCIA LTD 295 CO RONALDHAVEN FM  89Q3,24.62,Gas
2025-05-13,INV BAILEY GROUP 934 DC ERICKSONSIDE NV  71E9,216.09,Other
2024-12-12,REF HUNTER AND SONS 856 WI COOKSTAD WA  84r0,75.26,Gas
2024-07-14,PAYMENT BARRY GROUP 004 PR NORTH TRAVIS GA  31k2,71.65,Utilities
2025-07-14,"PAYMENT MARTINEZ, GARRISON AND GIBBS 630 PA NORTH TYLER NC  31X5",113.57,Restaurants
2024-10-27,TXN GEICO WEST MICHAEL MA  14e2,184.29,Insurance
2024-09-04,REF KNOX-WANG 388 NV EAST TANYA MP  90X2,93.67,Other
2024-10-04,# HENRY INC 966 NY SHAWLAND SD  39c4,13.86,Streaming
2024-12-27,INV WARD AND SONS 843 NJ NORTH RODNEYBURY NH  75Q4,7.92,Streaming
2024-09-25,"ONLINE PAYMENT PINEDA, RUIZ AND HOFFMAN 731 SD PORT TERRI MN  69a2",9.11,Coffee Shops
2025-03-16,# DICKERSON-JOHNSON 923 PR LEAHBERG MD  54p5,63.9,Other
2025-03-11,"# WILSON, BAILEY AND SMITH 870 OK JOSHUABURGH NC  28Y4",94.7,Restaurants
2024-05-30,POS GRAY-PAYNE 050 AZ EAST JAMIEMOUTH AL  64Q1,612.76,Electronics
2025-11-28,# HEB EAST KEITH SC  46e3,53.33,Groceries
2024-05-25,REF MILLER PLC 506 CT ANDREAPORT CA  33g1,170.5,Utilities
2024-07-14,INV CARLSON-PHILLIPS 527 KS NORTH VERONICAPORT VT  22F8,1614.3,Electronics
2025-06-19,POS WEBB AND SONS 527 NH NEW SHANESIDE WA  54m3,332.74,Insurance
2025-02-03,REF SANCHEZ-CLARK 049 FL EAST JOSHUA VA  09V9,498.82,Airfare
2025-05-16,REF RUSSELL GROUP 615 WA RICKYTON LA  80Y5,119.98,Other
2025-05-27,"REF SALINAS, HURST AND CHAPMAN 219 NH MARKMOUTH AS  80y9",1332.78,Electronics
2025-04-30,"INV MITCHELL, JONES AND KIM 425 ME ALLENHAVEN NE  64p3",12.13,Coffee Shops
2024-07-04,INV DOWNS-WALKER 164 NE COREYPORT MA  94C1,124.74,Utilities
2024-06-05,"POS HALE, POWELL AND MASON 318 AK NEW NANCYBOROUGH HI  46D8",11.28,Streaming
2025-05-20,PURCHASE AUTHORIZED STATE FARM THOMPSONVILLE HI  07B8,351.36,Insurance
2024-09-08,"PAYMENT CASTRO, SIMS AND NELSON 526 PR LAKE KIMTON AR  81j7",320.48,Other
2025-05-01,"REF SULLIVAN, ADAMS AND LEE 267 MH MICHELLEBERG MA  38X0",184.53,Insurance
2024-06-27,"REF PACHECO, KLEIN AND MEYER 097 ID TYLERSTAD FM  93F5",251.72,Hotels
2025-04-20,"DEBIT JOHNSON, BLACK AND GARRISON 178 PW APRILFORT VT  03z8",411.89,Hotels
2024-10-13,"REF SAUNDERS, BANKS AND NICHOLS 992 FL EAST REBECCA MN  55a3",605.36,Airfare
2024-08-21,TXN STRIPE NEW ROBIN TX  93f3,291.39,Other
2025-04-15,POS JORDAN GROUP 045 SD AUDREYTON AZ  17B1,4.6,Public Transport
2024-03-25,REF YANG PLC 998 OR PORT CHRISTOPHER VT  69x5,2.69,Coffee Shops
2025-12-10,PURCHASE AUTHORIZED OWENS GROUP 094 CA TIMOTHYSTAD OR  86F2,124.58,Restaurants
2024-10-17,PAYMENT BEST AND SONS 704 SC NEW KEITHBOROUGH OH  54k4,3.01,Coffee Shops
2024-12-20,ONLINE PAYMENT BARRERA AND SONS 475 FL SOUTH SARAHMOUTH UT  04m5,403.82,Hotels
2025-11-11,"REF HALE, SANFORD AND WOOD 165 MO LEROYMOUTH NJ  46k4",50.44,Restaurants
2025-02-21,TXN HULU LAKE JESSICABOROUGH KS  03Y5,8.17,Streaming
2024-09-16,DEBIT BROWN LTD 584 OR CURTISPORT IL  95J2,175.15,Utilities
2026-02-16,TXN PHILLIPS-WRIGHT 977 IA JOHNTOWN ID  18T7,11.07,Streaming
2025-06-22,POS MILLER LLC 766 MO THOMPSONBURGH IL  75X4,30.7,Restaurants
2025-10-26,"PAYMENT ARROYO, JOSEPH AND POWERS 927 MS NEW JACQUELINE NH  97O0",138.92,Restaurants
2025-01-29,PAYMENT JOHNSON LLC 932 ME CAROLBOROUGH ND  80f2,344.12,Other
2025-04-28,TXN STARK GROUP 815 MH DANIELLEBOROUGH SD  20W1,64.44,Other
2025-02-08,"ONLINE PAYMENT KING, GLENN AND MILLER 751 PA EDWARDHAVEN OR  86j4",196.74,Groceries
2026-02-05,"INV JONES, BRYANT AND BROWN 852 SC NEW ANTHONYMOUTH DE  63A0",88.63,Restaurants
2024-03-22,"DEBIT BELL, MANN AND DIXON 599 DC WEST MEGHAN AL  52x6",434.08,Airfare
2026-01-17,"REF RODRIGUEZ, ALEXANDER AND ROWE 053 OH NEW MICHELLE NY  21u4",48.27,Restaurants
2024-09-04,"DEBIT COHEN, STEVENS AND HALL 873 PW NORTH HEIDI ND  99f5",1575.8,Electronics
2025-09-03,PURCHASE AUTHORIZED BEST GROUP 318 IA NEW THERESAPORT MD  41H6,180.55,Other
2025-05-28,TXN SMITH GROUP 838 ID JOSHUABERG GU  47T0,208.83,Hotels
2024-08-31,# CASTRO-CARRILLO 145 WI NORTH ANNAPORT AZ  80O5,60.94,Restaurants
2025-03-03,PAYMENT PAGE-JONES 777 TX NORTH OMAR CO  21r8,232.87,Other
2025-12-25,ONLINE PAYMENT TANNER-PETERSON 416 WI MANNINGBURY HI  97G0,25.18,Groceries
2025-04-07,"PAYMENT KNAPP, SMITH AND SALAZAR 330 FL NEW REBECCAVILLE DC  80L7",853.82,Electronics
2025-04-22,# RODRIGUEZ LTD 123 WV WEST SHANNONTOWN MA  81a6,319.98,Insurance
2024-12-22,TXN PIZZA HUT NEW STEPHENVIEW TX  83Y5,129.83,Restaurants
2024-07-02,"INV MARTINEZ, KING AND OWEN 634 HI EAST NANCYBERG AZ  08P5",16.32,Groceries
2024-08-05,ONLINE PAYMENT GONZALEZ-MILLER 117 ID SOUTH SANDRABERG CT  51E2,12.47,Coffee Shops
2025-10-08,REF COOLEY AND SONS 470 AR SMITHLAND WV  57I4,369.41,Insurance
2025-07-31,INV MORGAN AND SONS 049 CA WEST ELIZABETHSTAD NY  00M8,158.91,Groceries
2024-11-04,PAYMENT WEBER-MITCHELL 506 RI ACEVEDOFURT MH  17S0,237.39,Insurance
2024-08-29,PURCHASE AUTHORIZED SHELTON-GARCIA 491 MH NEW SUEBERG VA  84s6,16.11,Streaming
2024-08-03,DEBIT TURNER-HERNANDEZ 106 MS SHERMANMOUTH OK  43g0,199.55,Other
2025-07-16,REF LYFT DAVIDBOROUGH VI  53N7,13.11,Public Transport
2024-05-25,PAYMENT JONES-RICH 380 IL EAST KAYLA VA  26j4,71.11,Insurance
2024-03-30,"INV HEATH, MURPHY AND ORTIZ 428 WY TAYLORTOWN MH  08J9",206.28,Utilities
2024-03-07,INV GARCIA-STEWART 336 UT VELASQUEZBURY CT  64g6,197.18,Insurance
2025-12-31,REF JONES-KIM 352 DC KELSEYVIEW NY  72b6,13.25,Coffee Shops
2025-12-23,PAYMENT SEPTA NEW JESSEFORT MP  53Q8,6.72,Public Transport
2024-08-07,"DEBIT ROBERTS, MYERS AND HAYNES 029 NC LAKE CHRISTOPHERMOUTH PA  47I5",138.9,Insurance
2024-05-22,"# JOHNSTON, HIGGINS AND MARSHALL 842 OH PORT LESLIEVILLE MH  68G7",93.92,Restaurants
2025-01-08,"DEBIT ENGLISH, JONES AND NICHOLS 610 MN MILLSSIDE FL  14k1",296.81,Other
2025-01-11,"PURCHASE AUTHORIZED MYERS, CHAVEZ AND CHASE 959 UT WEST VANESSA GU  21Q7",16.44,Streaming
2025-10-09,# SANCHEZ LLC 209 ME NEW KATRINA HI  59n4,87.38,Gas
2024-06-19,"PURCHASE AUTHORIZED WEBSTER, VELAZQUEZ AND HALL 558 MI HENDERSONSIDE MT  95Y6",227.28,Clothing
2025-07-25,PURCHASE AUTHORIZED THOMPSON INC 877 SD KINGTOWN MT  88E7,120.33,Groceries
2024-12-25,"REF LINDSEY, HARRISON AND STRONG 111 SD NORTH BRITTANY NJ  58h8",7.79,Coffee Shops
2024-11-08,INV NORDSTROM PRATTMOUTH VA  25E2,387.33,Clothing
2025-01-14,POS NORDSTROM DENNISBURGH MD  02l2,78.0,Clothing
2025-01-25,# KELLEY-MILLER 338 PA LAKE RONALD MS  21j3,231.8,Other
2025-10-18,PURCHASE AUTHORIZED AYALA-WILLIAMS 824 MP EAST MARK IA  17E4,29.21,Restaurants
2025-06-12,TXN PATTERSON INC 261 VT WEST EMILY VT  55B0,11.07,Other
2024-11-07,"REF MORRIS, YANG AND BAKER 692 NC CRYSTALBERG NH  64I0",278.0,Insurance
2025-05-22,ONLINE PAYMENT COOK GROUP 546 NV WEST TIMOTHY MP  44t1,418.99,Other
2026-01-15,"# JORDAN, DOUGLAS AND JORDAN 698 DC ERINMOUTH AR  97e3",5.95,Coffee Shops
2025-11-21,PAYMENT BELL-HENSLEY 777 OH NEW DONNA OH  86Z5,44.29,Gas
2024-05-18,PURCHASE AUTHORIZED DONOVAN-ROWLAND 213 NY NORTH WILLIAM NM  42c8,3.34,Coffee Shops
2024-07-25,PAYMENT WHITE-BRYAN 507 NV CHRISTOPHERMOUTH OK  37m5,105.9,Restaurants
2025-09-04,"ONLINE PAYMENT HALEY, HARTMAN AND JONES 125 ME NEW JOSHUA GU  00O6",31.38,Other
2024-02-27,POS BERRY INC 340 ID MORANVILLE ME  62j0,15.14,Restaurants
2024-05-12,INV TORRES INC 471 WI SOUTH AMY WY  65q3,8.74,Coffee Shops
2024-05-05,REF FOSTER INC 789 ND NEW JUSTIN NJ  46m7,397.52,Other
2025-06-06,# THOMPSON-PARSONS 929 MS LAKE ANDREW ME  59T1,47.2,Gas
2026-01-13,DEBIT JENNINGS LTD 850 MN BUCHANANVIEW NE  82G7,248.6,Utilities
2025-08-26,PURCHASE AUTHORIZED BAKER AND SONS 396 LA STEVENLAND NV  80F8,255.27,Insurance
2024-03-20,TXN COLEMAN-GRANT 868 MT LAKE ALEXANDRIA WV  94m5,134.39,Restaurants
2025-11-04,"ONLINE PAYMENT SALAZAR, MERCER AND AVILA 000 DC SILVAHAVEN GA  85I5",448.62,Clothing
2025-01-02,"POS MCDANIEL, JAMES AND SHARP 170 LA LAMBTOWN NH  96V2",279.68,Clothing
2025-02-26,# BROWN-TUCKER 349 MI JOELLAND TX  05u1,13.48,Coffee Shops
2024-09-24,DEBIT STEWART-MAHONEY 118 FM NEW JOHNBOROUGH FL  58f5,91.43,Restaurants
2026-01-27,"# OLSON, RODRIGUEZ AND GARRISON 780 CA SOUTH HEATHER PW  73Y5",146.34,Restaurants
2024-05-08,INV CHAPMAN GROUP 378 VT BAUTISTAMOUTH NC  94T2,387.94,Insurance
2024-03-18,PAYMENT WHITE PLC 752 NY WILSONMOUTH WV  54X3,84.11,Gas
2025-03-03,ONLINE PAYMENT DAVIS-AGUILAR 462 ME SOUTH LOUISBURY PW  93d4,21.8,Public Transport
2025-02-06,# ROBBINS-QUINN 876 MN JONESBURY UT  87V7,281.58,Insurance
2024-02-23,ONLINE PAYMENT STARBUCKS MATTHEWBERG MN  31a7,6.34,Coffee Shops
2025-08-08,PAYMENT DIXON-ACOSTA 233 ND NORTH ELIZABETHTON NJ  29u1,169.14,Utilities
2024-12-13,"REF SMITH, KING AND PAGE 789 WV NORTH DANIEL AZ  53w1",338.55,Clothing
2024-08-14,"INV CASTILLO, MCCLURE AND STANTON 177 MN SOUTH CHRISTINETON FL  82t8",9.19,Coffee Shops
2024-07-14,PAYMENT TURNER GROUP 814 TN LAKE MICHEALVILLE NE  57e2,8.51,Public Transport
2025-11-03,ONLINE PAYMENT ALVAREZ-JONES 750 PA NORTH NATALIESTAD MH  23H1,78.87,Restaurants
2024-11-22,# TURNER-WALLER 983 NJ GRIFFINPORT HI  53W7,59.4,Clothing
2025-02-17,"PAYMENT BUCHANAN, THOMPSON AND ADAMS 344 VT TAYLORMOUTH LA  98x3",221.6,Insurance
2024-07-10,# WOOD INC 804 AR HULLCHESTER PW  75F9,3.2,Coffee Shops
2025-04-07,DEBIT WILLIAMS GROUP 084 ND WEST JULIE AS  62V5,6.61,Coffee Shops
2025-05-18,ONLINE PAYMENT GONZALEZ-OLIVER 704 IL MORGANBURY MS  88S0,69.18,Restaurants
2024-04-11,POS ROBINSON-NORTON 495 MI KENNETHBURGH MN  26x4,14.11,Streaming
2025-04-28,"PURCHASE AUTHORIZED BURKE, ORR AND PALMER 832 WA PORT DAVID NC  08s2",59.49,Gas
2025-06-16,ONLINE PAYMENT KIDD-TAYLOR 627 RI FORBESBURY UT  75S0,2.72,Coffee Shops
2024-06-13,PAYMENT AMAZON SCOTTBURGH ID  27b3,674.22,Electronics
2025-04-20,DEBIT RAMIREZ-FLOYD 049 AR SOUTH MARY AZ  76c1,508.63,Airfare
2025-12-03,"ONLINE PAYMENT COOPER, WOLF AND RAMSEY 392 MI LAKE JESSEBURGH MP  57L8",383.97,Other
2024-05-22,POS FRANKLIN-LEON 216 WY KATHLEENPORT MH  29C8,141.34,Utilities
2025-08-25,"PURCHASE AUTHORIZED MAY, LAWSON AND SHEPPARD 380 MA SARABURY RI  85t4",77.22,Gas
2025-01-28,POS STANTON-BELL 588 MT WEST STEPHEN NJ  53L5,66.66,Groceries
2024-06-25,DEBIT LEE-HARPER 316 LA EAST PAULBERG MS  21P7,128.69,Restaurants
2025-01-28,PURCHASE AUTHORIZED WONG-BEASLEY 538 KY WEST PATTYCHESTER HI  63u8,78.27,Groceries
2025-04-15,"POS CHAPMAN, WILSON AND TORRES 550 MT NEW MICHAELBERG TX  94F8",288.93,Utilities
2025-07-24,PAYMENT PUBLIX NORTH JOSEPH ND  66M0,36.89,Groceries
2025-09-10,"ONLINE PAYMENT PATTON, LIU AND GREGORY 202 WV SOUTH JENNIFERVIEW GU  36G4",561.8,Airfare
2024-07-28,DEBIT TAYLOR-PORTER 247 SC NEW SARAH AL  84i2,439.28,Other
2025-05-15,TXN OCONNOR INC 663 NY POWELLLAND NV  29A8,385.35,Airfare
2025-08-18,"POS TAYLOR, HERNANDEZ AND YOUNG 064 NC LAKE TRAVISMOUTH TN  20L0",97.52,Insurance
2025-03-27,"PURCHASE AUTHORIZED WEST, GONZALEZ AND JOHNSON 005 DC WEST DEVIN NV  04p6",149.8,Clothing
2024-03-06,REF BROOKS GROUP 365 AS JESSICAMOUTH NE  08K1,370.86,Other
2024-04-23,"PURCHASE AUTHORIZED BANKS, SPENCER AND ROBERTS 384 WV PORT SHARONBURY KS  80g7",327.26,Electronics
2024-12-08,"DEBIT JOHNSTON, CRAWFORD AND HARDING 770 ID LAKE WILLIAM WI  31v8",146.52,Restaurants
2025-07-31,INV SCOTT-NORTON 875 PA NEW CARL KY  03Z7,483.76,Clothing
2024-07-26,"TXN DAVIS, TAYLOR AND SINGLETON 925 MD PORT ANDREW NJ  70P4",197.23,Other
2025-09-28,TXN BEST BUY PORT ALICIASIDE TN  52Y8,539.25,Electronics
2024-08-18,PAYMENT TURNER GROUP 086 OR SOUTH MICHELLE CT  55V0,331.45,Clothing
2024-06-11,"ONLINE PAYMENT GARCIA, JIMENEZ AND JACKSON 142 HI SOUTH MACKENZIE AZ  07G9",136.28,Groceries
2025-01-02,REF PATTERSON AND SONS 051 MA NELSONBOROUGH RI  24i4,144.55,Groceries
2026-02-07,POS CERVANTES-FOSTER 397 CT MITCHELLFORT LA  69J2,126.83,Restaurants
2025-10-09,"PAYMENT FISCHER, SAUNDERS AND NICHOLSON 678 NM MIKESIDE IL  25C6",207.64,Utilities
2024-10-29,"DEBIT JOHNSON, SPENCER AND WRIGHT 971 DC NORTH DANIELLE CO  52r5",116.08,Groceries
2025-07-25,"REF WOODS, DELGADO AND LARA 644 CT LAKE BRIANNABERG LA  19D9",497.72,Clothing
2025-04-26,INV ANDERSON-WRIGHT 091 NH MITCHELLFORT CO  96H4,46.89,Public Transport
2025-08-25,TXN GOMEZ-GRIFFIN 480 DE HARVEYTON WV  17y1,1552.56,Electronics
2026-02-15,"DEBIT HUFF, NEAL AND HURST 687 PR NORTH TINAHAVEN MS  76k8",171.15,Groceries
2024-04-15,ONLINE PAYMENT T MOBILE HUGHESMOUTH UT  79i3,181.27,Utilities
2024-03-30,"ONLINE PAYMENT FERNANDEZ, SIMON AND LESTER 030 CT BRYANFORT TX  55h4",860.6,Electronics
2025-05-18,"PAYMENT WILSON, HOLLOWAY AND GARCIA 389 OH MADISONSIDE NC  81j0",64.24,Groceries
2025-12-06,POS KLINE PLC 080 VT JOHNSONBERG KY  48d7,1180.85,Electronics
2025-07-25,"PAYMENT BAUER, BELL AND BONILLA 980 AZ LAKE MELANIEFORT IL  75L5",333.48,Other
2025-03-31,POS GARCIA-PAUL 486 AS DAVIDTON MI  12O6,71.16,Restaurants
2024-03-19,"DEBIT CLARK, WASHINGTON AND BROWN 322 KS KELLEYCHESTER WI  69Z0",22.83,Public Transport
2024-12-21,"TXN HUERTA, ALEXANDER AND CLARK 384 PR NORTH APRIL SD  07u9",367.72,Other
2025-07-04,REF DECKER INC 918 MP EAST NATHANIEL CT  84u0,268.85,Other
2025-12-17,INV CLARK-MILLER 413 AK EAST TRICIA FL  45x6,185.32,Groceries
2024-06-01,ONLINE PAYMENT GRIFFITH LLC 318 MA SOUTH RANDY VI  22t5,5.9,Coffee Shops
2024-05-24,POS ASHLEY GROUP 278 IL NORTH CHRISTINAFURT GA  81I9,564.05,Electronics
2024-06-02,# FAULKNER-GOMEZ 358 MP NORTH MARY ME  20f5,50.7,Restaurants
2025-10-10,"REF WILLIAMS, FUENTES AND PAYNE 592 NY SHERMANVILLE GU  52H2",162.3,Groceries
2024-12-22,ONLINE PAYMENT GARDNER AND SONS 932 GA MCDOWELLSTAD MN  47j3,1817.0,Electronics
2025-10-12,ONLINE PAYMENT WATSON-LEWIS 124 DC WESTBURGH ND  62s3,12.6,Coffee Shops
2024-05-26,"PURCHASE AUTHORIZED COX, SALINAS AND RICHARDS 599 WA PRUITTBOROUGH ID  49k0",10.53,Coffee Shops
2025-10-04,DEBIT STRONG-LEWIS 340 WV HAWKINSTOWN SC  79f2,12.61,Streaming
2025-11-20,INV TARGET WEST JACKFURT KY  69a8,196.05,Groceries
2024-11-23,DEBIT MOORE-DAVIS 630 DE WEST JASMINE CO  90V5,10.82,Coffee Shops
2025-02-02,ONLINE PAYMENT JOHNSON AND SONS 146 WV EAST ALLISON WY  26O1,11.16,Coffee Shops
2026-02-21,INV FRIEDMAN LLC 481 LA NEW ERICSHIRE CT  30s8,360.17,Other
2025-03-22,ONLINE PAYMENT WRIGHT-OWENS 755 GA NORTH MIKAYLA RI  89Z6,265.43,Insurance
2026-01-09,PURCHASE AUTHORIZED AIRBNB MICHAELBURY AZ  79U6,489.42,Hotels
2024-11-13,"POS VALENZUELA, COLE AND PONCE 406 NM PORT JEREMY MO  38N4",11.85,Coffee Shops
2024-10-21,TXN CUNNINGHAM-MILLER 520 DE PORT MARK PA  36s7,251.17,Other
2024-04-22,PURCHASE AUTHORIZED JONES-ABBOTT 748 IL WEST RACHELTON DC  01Y8,1683.39,Electronics
2025-12-02,"PURCHASE AUTHORIZED PAYNE, DONALDSON AND SULLIVAN 935 KS BENJAMINFURT VA  78B8",76.21,Other
2025-04-26,PURCHASE AUTHORIZED FOX LTD 174 FL GREGCHESTER AR  63k8,27.51,Restaurants
2025-10-19,"# ROWE, REEVES AND MANN 642 MA NANCYMOUTH IN  51b6",7.92,Coffee Shops
2025-03-29,"INV MATTHEWS, JOHNSON AND MORRIS 136 KS NEW SHAWNSIDE NY  72M7",63.31,Restaurants
2024-03-26,"POS GRAY, BROWN AND CARROLL 746 WA JOSEPHFURT MH  22i2",128.81,Groceries
2024-06-08,REF ROJAS AND SONS 438 ME SOUTH ALEXANDRASIDE NY  68d4,1902.34,Electronics
2025-09-11,DEBIT ALVAREZ-DOMINGUEZ 420 DC WEST JESSICAFORT PA  79D0,244.32,Utilities
2025-03-06,"POS HILL, RAMIREZ AND BARRERA 753 KY EAST LISABERG AL  17l9",113.99,Restaurants
2025-05-18,# VALERO JOSEPHCHESTER AS  38Z8,46.13,Gas
2025-11-07,TXN MCDONALDS NEW JORGETOWN MD  09J8,114.55,Restaurants
2024-04-01,PURCHASE AUTHORIZED COLLINS-LYONS 666 IL LAKE ROBERTSIDE MN  09A4,387.79,Clothing
2024-11-25,"PURCHASE AUTHORIZED BARNES, FOSTER AND LEON 452 AK LISASTAD MN  09s9",45.34,Other
2025-05-02,POS SQUARE PATRICKTOWN KS  95E3,496.48,Other
2024-03-05,POS BLACK PLC 281 PW BLACKLAND WI  18P4,491.82,Clothing
2025-05-20,"REF HARRIS, BRIDGES AND COOK 420 IA SCHROEDERVIEW MT  50h0",16.16,Streaming
2025-01-10,TXN DUKE ENERGY EAST ALLISON VT  01j9,127.43,Utilities
2026-01-23,TXN AIRBNB JOSEPHMOUTH DC  45z1,160.39,Hotels
2025-09-28,TXN ADAMS-COLLINS 657 VA JULIETON NC  01c1,819.73,Electronics
2024-04-27,ONLINE PAYMENT RICE-GRAHAM 972 OR NEW KIM MP  37U0,222.03,Utilities
2024-04-26,PAYMENT BOWERS-BRADLEY 450 MD JENNIFERLAND VT  20i2,77.54,Restaurants
2025-09-02,INV CARROLL-BREWER 358 SD NEW KAYLASIDE MS  15g3,84.84,Gas
2024-04-08,"DEBIT PARKER, MYERS AND BROWN 215 PR REBEKAHBURY MA  05a2",28.45,Groceries
2024-11-25,ONLINE PAYMENT JOHNSON-MALDONADO 573 SC HESTERBOROUGH NH  00h9,22.05,Restaurants
2024-04-17,"POS MARTIN, MURRAY AND WELCH 761 NH SOUTH AARONTON CO  92s0",310.59,Insurance
2025-02-23,# PARKER-BOYD 461 VT LAKE JOHN NJ  02E5,1698.26,Electronics
2024-08-04,POS JONES INC 956 IA LAKE PAUL NJ  53g0,57.83,Clothing
2024-03-14,PAYMENT SMITH GROUP 777 CT PATRICIASHIRE AS  16c3,123.18,Utilities
2024-11-09,# WHITE-HUFF 927 AZ MORALESMOUTH KS  85T2,62.16,Other
2025-03-22,TXN DAVIS AND SONS 185 NM JOHNSONTON SC  10i1,448.88,Other
2024-11-22,"DEBIT SCHWARTZ, RICE AND WARD 185 PR EDWARDSBOROUGH LA  66H0",92.59,Insurance
2025-11-07,PURCHASE AUTHORIZED WEBER-WILLIAMS 366 SC BEASLEYCHESTER GU  76u0,462.08,Other
2025-10-08,"# CARR, JONES AND SMITH 067 NV EAST JASMINESTAD MO  77q2",16.45,Streaming
2025-11-14,"PURCHASE AUTHORIZED MORENO, WILLIAMS AND HARTMAN 875 WI HILLSTAD HI  47t7",174.26,Other
2025-09-24,ONLINE PAYMENT DONOVAN-HERNANDEZ 070 OR WEST SHAWNMOUTH MA  65M8,4.9,Coffee Shops
2026-01-17,"TXN SCOTT, MCGEE AND BOYD 108 MD WILSONCHESTER MN  73G3",19.77,Streaming
2024-05-25,"ONLINE PAYMENT WILLIAMS, GALVAN AND MORGAN 614 NJ EAST JAMES WI  25w9",12.22,Coffee Shops
2024-06-04,# ANDERSON PLC 162 OH MICHAELSIDE IL  87D6,239.08,Utilities
2024-04-29,POS SMITH LLC 442 MA LAKE AUSTIN GA  62F3,107.92,Groceries
2025-02-25,DEBIT JONES GROUP 106 AZ WEST BRIANABOROUGH NY  04L1,140.67,Other
2024-09-04,POS MORRIS LLC 463 ND LAKE BRANDON IN  03M8,16.99,Public Transport
2024-08-03,"INV MCGRATH, LOPEZ AND LOGAN 849 ME NEW KATHERINESHIRE NY  69g1",199.26,Other
2025-09-04,"TXN HARRIS, ROSS AND WATERS 284 FL SOUTH AMY NH  72Z5",262.76,Utilities
2024-11-09,TXN GARRISON AND SONS 123 MN MOOREBURY RI  48B3,83.11,Groceries
2024-04-21,POS DIXON-PARK 872 KY SOUTH DONNA NM  29N8,446.01,Other
2024-10-03,"REF BOND, COX AND AVILA 247 GU NICHOLASVILLE OK  37P0",35.95,Gas
2025-01-29,DEBIT NELSON LTD 149 WI ANDREAMOUTH IL  32R6,385.26,Other
2024-11-27,REF SMITH INC 361 RI NORTH CHRISTOPHERPORT VA  81B3,7.66,Coffee Shops
2025-10-04,"ONLINE PAYMENT WALLS, CASTILLO AND SHORT 413 NV RONALDMOUTH MN  53U2",62.03,Restaurants
2024-09-07,# SHARP-ANDERSON 176 ME ELLIOTTTOWN OH  05D0,164.29,Insurance
2025-06-05,DEBIT ETSY ANDREWMOUTH NM  84t9,200.4,Other
2025-08-07,INV MENDOZA-STEWART 577 CO LAKE JAVIER MP  60H3,29.11,Gas
2025-08-22,PURCHASE AUTHORIZED DILLON-MORRIS 546 ME MATTHEWVIEW AS  41t4,217.9,Utilities
2025-01-30,PAYMENT MASON-MARTINEZ 746 GA MICHELESTAD OR  87A0,37.05,Other
2024-03-25,"# RAY, ROLLINS AND COLE 190 VA EMILYSTAD ME  84I5",13.41,Other
2024-05-07,"REF KRAMER, GUERRA AND HICKMAN 409 NM NEW ERIN NC  25U1",2.51,Coffee Shops
2024-07-21,"ONLINE PAYMENT WYATT, MILLER AND BROWN 961 FM GARCIAFORT NM  59m4",313.15,Other
2025-06-18,INV WRIGHT AND SONS 591 NC NEW CHLOEHAVEN HI  78O2,382.5,Hotels
2025-02-21,ONLINE PAYMENT JOHNSTON GROUP 511 NE NORTH ANDREWSHIRE MD  14u0,69.55,Groceries
2026-01-21,DEBIT BARKER GROUP 912 FL NORTH SEANMOUTH FL  15F4,124.09,Restaurants
2025-03-08,"POS GRANT, DAVIS AND ROBERTS 414 ID DICKERSONBURY UT  92r9",402.72,Other
2026-02-17,"POS MOORE, SEXTON AND CASTILLO 745 ND NEW MELISSASHIRE MA  43L3",57.34,Restaurants
2025-09-18,INV AMAZON MARKETPLACE HARRINGTONHAVEN TN  97s6,257.91,Other
2025-09-29,"TXN SMITH, HENRY AND PERRY 713 UT ZACHARYVIEW OR  53K8",23.28,Public Transport
2024-12-07,POS ORTEGA-WARREN 992 UT NORTH RANDALL IN  55v9,328.22,Clothing
2025-04-02,PURCHASE AUTHORIZED PETERSON-WARREN 447 MI NORTH KIM SD  92z4,57.86,Gas
2025-01-14,ONLINE PAYMENT WIGGINS-JENKINS 248 NV MOOREFORT CA  19i7,53.22,Groceries
2025-01-04,DEBIT PUBLIX WILSONBURY DE  80v1,22.19,Groceries
2024-08-16,DEBIT MURPHY LLC 588 MN ONEILLHAVEN MO  97U0,52.74,Other
2024-07-12,# DANIEL-PHILLIPS 160 IN WEST DANIELLE FL  40m7,67.25,Groceries
2024-04-22,"TXN FLORES, SMITH AND BROWN 145 PR JONESBURGH HI  93z4",165.52,Hotels
2025-06-27,# HENDERSON PLC 837 MT NEW COREY NJ  57U3,217.88,Other
2025-03-31,ONLINE PAYMENT NETFLIX LAKE MICHELE DE  24k7,12.85,Streaming
2025-03-24,DEBIT MOSS AND SONS 600 CT DEVONFURT AR  96C2,10.37,Public Transport
